     addr         pfn  soft-dirty    file/shared    swapped     present
0x71be09c35000    : 3cbce3     1          0          0          1         
0x71be09c36000    : 0          1          0          0          0         
0x71be09c5f000    : 0          1          0          0          0         
0x71be09c60000    : 0          1          0          0          0         
0x71be09c61000    : 0          1          0          0          0         
0x71be09c62000    : 0          1          0          0          0         
0x71be09c63000    : 1a1228     1          1          0          1         
0x71be09c64000    : 1a1229     1          1          0          1         
0x71be09c65000    : 1a22b8     1          1          0          1         
0x71be09c66000    : 1a2db5     1          1          0          1         
0x71be09c67000    : 1a2db3     1          1          0          1         
0x71be09c68000    : 40e2dc     1          1          0          1         
0x71be09c69000    : 40e2cc     1          1          0          1         
0x71be09c6a000    : 40e2cf     1          1          0          1         
0x71be09c6b000    : 40e2ce     1          1          0          1         
0x71be09c6c000    : 40e2cb     1          1          0          1         
0x71be09c6d000    : 40e2ca     1          1          0          1         
0x71be09c6e000    : 40e2c9     1          1          0          1         
0x71be09c6f000    : 40e348     1          1          0          1         
0x71be09c70000    : 40e359     1          1          0          1         
0x71be09c71000    : 1a2db8     1          1          0          1         
0x71be09c72000    : 40e350     1          1          0          1         
0x71be09c73000    : 40e35a     1          1          0          1         
0x71be09c74000    : 40e25b     1          1          0          1         
0x71be09c75000    : 40e258     1          1          0          1         
0x71be09c76000    : 40e358     1          1          0          1         
0x71be09c77000    : 40e357     1          1          0          1         
0x71be09c78000    : 1a2db4     1          1          0          1         
0x71be09c79000    : 1a2db6     1          1          0          1         
0x71be09c7a000    : 40e34a     1          1          0          1         
0x71be09c7b000    : 40e3d6     1          1          0          1         
0x71be09c7c000    : 40e351     1          1          0          1         
0x71be09c7d000    : 1a2db7     1          1          0          1         
0x71be09c7e000    : 1a2dc8     1          1          0          1         
0x71be09c7f000    : 40e254     1          1          0          1         
0x71be09c80000    : 40e2d5     1          1          0          1         
0x71be09c81000    : 1a2dd4     1          1          0          1         
0x71be09c82000    : 1a2dca     1          1          0          1         
0x71be09c83000    : 1a2dd3     1          1          0          1         
0x71be09c84000    : 40e2da     1          1          0          1         
0x71be09c85000    : 3e2066     1          1          0          1         
0x71be09c86000    : 40c680     1          1          0          1         
0x71be09c87000    : 1a2e3f     1          1          0          1         
0x71be09c88000    : 3e2067     1          1          0          1         
0x71be09c89000    : 1a2e3c     1          1          0          1         
0x71be09c8a000    : 1a2e36     1          1          0          1         
0x71be09c8b000    : 3e21e3     1          1          0          1         
0x71be09c8c000    : 3d7260     1          1          0          1         
0x71be09c8d000    : 40e2df     1          1          0          1         
0x71be09c8e000    : 40e2d4     1          1          0          1         
0x71be09c8f000    : 40e44d     1          1          0          1         
0x71be09c90000    : 0          1          0          0          0         
0x71be09c91000    : 1a2dcb     1          1          0          1         
0x71be09c92000    : 1a2dce     1          1          0          1         
0x71be09c93000    : 40e2d9     1          1          0          1         
0x71be09c94000    : 40e2d6     1          1          0          1         
0x71be09c95000    : 40e2cd     1          1          0          1         
0x71be09c96000    : 40e2d8     1          1          0          1         
0x71be09c97000    : 40e35b     1          1          0          1         
0x71be09c98000    : 40e25e     1          1          0          1         
0x71be09c99000    : 40e25d     1          1          0          1         
0x71be09c9a000    : 40e2d3     1          1          0          1         
0x71be09c9b000    : 40e2d2     1          1          0          1         
0x71be09c9c000    : 2cb559     1          0          0          1         
0x71be09c9d000    : 31ca18     1          0          0          1         
0x71be09c9e000    : 3be801     1          0          0          1         
0x71be09c9f000    : 3e4d8a     1          0          0          1         
0x7ffed28f4000    : 0          0          0          0          0         
0x7ffed28f5000    : 0          0          0          0          0         
0x7ffed28f6000    : 0          0          0          0          0         
0x7ffed28f7000    : 0          0          0          0          0         
0x7ffed28f8000    : 0          0          0          0          0         
0x7ffed28f9000    : 0          0          0          0          0         
0x7ffed28fa000    : 0          0          0          0          0         
0x7ffed28fb000    : 0          0          0          0          0         
0x7ffed28fc000    : 0          0          0          0          0         
0x7ffed28fd000    : 0          0          0          0          0         
0x7ffed28fe000    : 0          0          0          0          0         
0x7ffed28ff000    : 0          0          0          0          0         
0x7ffed2900000    : 0          0          0          0          0         
0x7ffed2901000    : 0          0          0          0          0         
0x7ffed2902000    : 0          0          0          0          0         
0x7ffed2903000    : 0          0          0          0          0         
0x7ffed2904000    : 0          0          0          0          0         
0x7ffed2905000    : 0          0          0          0          0         
0x7ffed2906000    : 0          0          0          0          0         
0x7ffed2907000    : 0          0          0          0          0         
0x7ffed2908000    : 0          0          0          0          0         
0x7ffed2909000    : 0          0          0          0          0         
0x7ffed290a000    : 0          0          0          0          0         
0x7ffed290b000    : 0          0          0          0          0         
0x7ffed290c000    : 0          0          0          0          0         
0x7ffed290d000    : 0          0          0          0          0         
0x7ffed290e000    : 0          0          0          0          0         
0x7ffed290f000    : 0          0          0          0          0         
0x7ffed2910000    : 0          0          0          0          0         
0x7ffed2911000    : 0          0          0          0          0         
0x7ffed2912000    : 1cd331     1          0          0          1         
0x7ffed2913000    : 318db8     1          0          0          1         
0x7ffed2914000    : 375304     1          0          0          1         
0xffffffffff600000 : 375304     1          0          0          1         
